RRUFFID,CODID,RMSE
R050048,8103713,4.3691092830395135
R050048,1547350,4.106420386669092
R050048,1547351,4.234999491660329
R050048,1547352,4.242301433307126
R050048,1547353,4.253425550637863
R050048,1547370,4.259391954989225
R050048,1547371,4.257053316728027
R050048,1547372,4.255923259846289
R050048,1547373,4.258347788978984
R050048,1547374,4.261540570047178
R050048,1547375,4.261707871732332
R050048,1547376,4.25814612896008
R050048,1547377,4.261495232699592
R050048,1547378,4.261005449602493
R050048,1547379,4.259346588838015
R050048,1547380,4.259244939316622
R050048,1547381,4.256018994112574
R050048,1547382,4.25398559111252
R050048,9017408,4.525341772462637
R050048,9017409,4.531031390274806
R050048,9017410,4.5405459319844645
R050048,9017411,4.414762039214601
R050048,9017412,5.534860920938451
R050048,9017413,5.640602837991719
R050048,9017414,4.935899296487266
R050048,9017415,4.982241044378106
R050127,1010928,3.3610503310073074
R050127,1010962,3.3551363774758625
R050127,2100187,3.9132360684409955
R050127,2100189,3.2311063832368747
R050127,2100992,3.222303232708472
R050127,2103119,4.5327497476751475
R050127,5000085,3.922336718419373
R050127,9000095,3.2228803449621393
R050127,9000226,3.922336718419373
R050127,9000229,3.9140046295232502
R050127,9000965,3.220548808565277
R050127,9000966,3.4127858023904594
R050127,9000967,3.5491612705414357
R050127,9000968,3.5756573671377314
R050127,9000969,3.5858434134424337
R050127,9000970,3.586523680230429
R050127,9007286,3.603091174771744
R050127,9007475,3.9350731948140445
R050127,9007687,3.2223056786394286
R050127,9007689,3.2157593933939084
R050127,9009667,3.2200414051472763
R050127,9009668,3.2606937682259693
R050127,9013565,3.8854028018677496
R050127,9013799,3.917695302955108
R050127,9013800,3.915717642444632
R050127,9013801,3.912249157521062
R050127,3000000,3.9045580475260415
R050127,4502441,3.2382538672625243
R050127,4502443,3.462977570004766
R050127,4001361,3.910376123030279
R050127,4001363,3.914817472883762
R050127,7020139,3.3374373159203077
R050127,9014216,3.581810892105611
R050127,9014344,3.579271106268985
R050127,9014355,3.8994100683622523
R050127,9014415,3.5658330831957548
R050127,9014524,3.5772842993562404
R050127,9014611,3.5690292504852614
R050127,9014701,4.346175211976934
R050127,9014744,3.572322308817961
R050127,9014772,3.5550122107228774
R050127,9014838,3.901738191341069
R050127,9014877,3.55576972741681
R050127,9014891,3.5398831631751495
R050127,9014935,3.887434647413683
R050127,9014943,3.896492662747658
R050127,9015066,3.5745622482955137
R050127,9015073,3.584730598763526
R050127,9015149,3.8904831813602687
R050127,9015152,3.8962518425349497
R050127,9015390,3.2227098588945324
R050127,9015448,3.8980982967674285
R050127,9015460,3.583023638243034
R050127,9015481,3.5638675803773503
R050127,9015510,3.902373868256337
R050127,9015561,3.886902325665323
R050127,9015593,3.892865635186037
R050127,9015691,3.5746500745270846
R050127,9015761,3.578693800984041
R050127,9015835,3.5597258518303194
R050127,9015851,3.8826197817809085
R050127,9015893,3.90571643050839
R050127,9015898,3.9175263728044274
R050127,9015969,3.899267374179344
R050127,9016017,3.882035714874904
R050127,9016020,3.5767590771744944
R050127,9016022,3.2221003508158277
R050127,9016071,3.884981529556087
R050127,9016146,3.9049888718559704
R050127,9016151,3.89588089794539
R050127,9016179,3.545140662746582
R050127,9016200,3.562948077806626
R050127,9016215,4.0119909817851225
R050127,9016223,3.8987616871269704
R050127,9016232,3.882680516194911
R050127,9016240,3.8977401117388593
R050127,9016464,3.5655662555524295
R050127,9016526,3.9045797758042164
R050127,9016547,3.9146260571403477
R050127,9016600,3.876642177113847
R050127,9016705,3.531227842850004
R050127,9016706,3.3415303497881017
R050127,7022027,3.335996705576384
R050127,2106394,3.597985774159718
R050127,2310543,3.366761321021722
R050127,8103713,3.7113917078597747
R050127,1547350,3.2320100767306683
R050127,1547351,3.5286666366199873
R050127,1547352,3.5594588886643104
R050127,1547353,3.5667087358289624
R050127,1547370,3.5813569869225295
R050127,1547371,3.5868656205511735
R050127,1547372,3.587374461421546
R050127,1547373,3.582819737186119
R050127,1547374,3.586911685758673
R050127,1547375,3.588105105077807
R050127,1547376,3.5863647122344786
R050127,1547377,3.586665634471542
R050127,1547378,3.587293452671521
R050127,1547379,3.586967176189132
R050127,1547380,3.5864599212052997
R050127,1547381,3.5833849547676664
R050127,1547382,3.580399838547496
R050127,9017408,3.894509445496682
R050127,9017409,3.900566649176663
R050127,9017410,3.9165684543184507
R050127,9017411,3.769177667831769
R050127,9017412,5.0440652155194
R050127,9017413,5.158804072365798
R050127,9017414,4.369302312938855
R050127,9017415,4.417010662895289
R050128,1010928,3.2522212807161117
R050128,1010962,3.2456616932042426
R050128,2100187,3.7914944398745676
R050128,2100189,3.1590730509558997
R050128,2100992,3.0964261228266827
R050128,2103119,4.419816654178527
R050128,5000085,3.798470706586206
R050128,9000095,3.0979093299910256
R050128,9000226,3.798470706586206
R050128,9000229,3.790577974074114
R050128,9000965,3.1081697292134294
R050128,9000966,3.239027482178321
R050128,9000967,3.432308798535788
R050128,9000968,3.4558376123645425
R050128,9000969,3.466461445299556
R050128,9000970,3.46705241075031
R050128,9007286,3.4798979342789553
R050128,9007475,3.822863837444118
R050128,9007687,3.096430215461512
R050128,9007689,3.1056625117541676
R050128,9009667,3.0909247686070747
R050128,9009668,3.1073186345574078
R050128,9013565,3.772860053674806
R050128,9013799,3.794503602669373
R050128,9013800,3.792503102232531
R050128,9013801,3.789885388216867
R050128,3000000,3.7928768603088723
R050128,4502441,3.1631103553261086
R050128,4502443,3.3606512710532117
R050128,4001361,3.788909257890437
R050128,4001363,3.791737280808958
R050128,7020139,3.2343694305572757
R050128,9014216,3.459538596216353
R050128,9014344,3.4592256833017268
R050128,9014355,3.789423591248275
R050128,9014415,3.4421096121123824
R050128,9014524,3.4551851135676435
R050128,9014611,3.446975971181377
R050128,9014701,4.244564289115815
R050128,9014744,3.450777077202377
R050128,9014772,3.437502335521111
R050128,9014838,3.783035887645201
R050128,9014877,3.438326007890216
R050128,9014891,3.4212212192993814
R050128,9014935,3.7745779880964547
R050128,9014943,3.7865210379024057
R050128,9015066,3.4543990813103096
R050128,9015073,3.462821555077425
R050128,9015149,3.7776914526009313
R050128,9015152,3.785112240714169
R050128,9015390,3.09485882475302
R050128,9015448,3.7874892148438555
R050128,9015460,3.4623209808491944
R050128,9015481,3.4439237645278715
R050128,9015510,3.7871301673647553
R050128,9015561,3.7743241468034348
R050128,9015593,3.7806077166995884
R050128,9015691,3.453000865444297
R050128,9015761,3.45704430410823
R050128,9015835,3.440029202553513
R050128,9015851,3.770682574503838
R050128,9015893,3.7853439977238637
R050128,9015898,3.8047781367414037
R050128,9015969,3.788238539772692
R050128,9016017,3.7714465184917527
R050128,9016020,3.455686320714859
R050128,9016022,3.0950464549299053
R050128,9016071,3.77359923713203
R050128,9016146,3.7860063080611863
R050128,9016151,3.7840425284100307
R050128,9016179,3.4267292120884725
R050128,9016200,3.442856107053789
R050128,9016215,3.903150442187203
R050128,9016223,3.7873920054527317
R050128,9016232,3.770165257459179
R050128,9016240,3.786043356555516
R050128,9016464,3.446520873004196
R050128,9016526,3.788503539783017
R050128,9016547,3.8015629583223833
R050128,9016600,3.767496731933415
R050128,9016705,3.409757842694694
R050128,9016706,3.232068528614578
R050128,7022027,3.1708087147026784
R050128,2106394,3.4862943164078586
R050128,2310543,3.2565623612514623
R050128,8103713,3.5911915777098424
R050128,1547350,3.160775994584831
R050128,1547351,3.4065165381172884
R050128,1547352,3.43556598270063
R050128,1547353,3.447884409446824
R050128,1547370,3.4597762428400953
R050128,1547371,3.4633861287103946
R050128,1547372,3.463651673987828
R050128,1547373,3.463168238202205
R050128,1547374,3.4655437172499077
R050128,1547375,3.4651465380586752
R050128,1547376,3.4661055886974603
R050128,1547377,3.465246697980175
R050128,1547378,3.4651141787637485
R050128,1547379,3.4660963383427417
R050128,1547380,3.465802517878063
R050128,1547381,3.4621440193556605
R050128,1547382,3.46058776246954
R050128,9017408,3.7820219303714215
R050128,9017409,3.787580834336491
R050128,9017410,3.805838260997246
R050128,9017411,3.6543627814280377
R050128,9017412,4.959144449295764
R050128,9017413,5.074387074288049
R050128,9017414,4.270712771252611
R050128,9017415,4.319265900215681
R050130,1010928,2.568562218184759
R050130,1010962,2.5581316107126475
R050130,2100187,3.1814565074563803
R050130,2100189,2.363494889811522
R050130,2100992,2.352602933554698
R050130,2103119,3.928326114285054
R050130,5000085,3.190926769930273
R050130,9000095,2.3541332917653612
R050130,9000226,3.190926769930273
R050130,9000229,3.181559291534316
R050130,9000965,2.3019531198571155
R050130,9000966,2.6515364839285196
R050130,9000967,2.7485357132198867
R050130,9000968,2.7647610696487734
R050130,9000969,2.7687221104105597
R050130,9000970,2.7687166140776642
R050130,9007286,2.7783653431402797
R050130,9007475,3.1999384949867116
R050130,9007687,2.3526104268263746
R050130,9007689,2.295367477777567
R050130,9009667,2.343327035954656
R050130,9009668,2.4620416268935155
R050130,9013565,3.140690087633279
R050130,9013799,3.185275875555666
R050130,9013800,3.182361968624352
R050130,9013801,3.1798764326419704
R050130,3000000,3.1632983642141035
R050130,4502441,2.375063858807107
R050130,4502443,2.6671953568480067
R050130,4001361,3.177958032227389
R050130,4001363,3.181683999555164
R050130,7020139,2.574474024525428
R050130,9014216,2.7663939779762505
R050130,9014344,2.7658508039862557
R050130,9014355,3.1604666320563974
R050130,9014415,2.758287468981279
R050130,9014524,2.763705729217132
R050130,9014611,2.759516173412147
R050130,9014701,3.699347068184839
R050130,9014744,2.7590267718391592
R050130,9014772,2.7551664239396056
R050130,9014838,3.165561927045294
R050130,9014877,2.755434312706983
R050130,9014891,2.7469891702023874
R050130,9014935,3.1451666383431056
R050130,9014943,3.1607314257842534
R050130,9015066,2.7626838038325645
R050130,9015073,2.766121569788195
R050130,9015149,3.146325749779901
R050130,9015152,3.155493870035065
R050130,9015390,2.3515202672248536
R050130,9015448,3.1613118229940533
R050130,9015460,2.765708591600981
R050130,9015481,2.7573576046683796
R050130,9015510,3.165569360428831
R050130,9015561,3.1434092228207424
R050130,9015593,3.150699984931549
R050130,9015691,2.760932803735691
R050130,9015761,2.7632607623797756
R050130,9015835,2.7560289312002957
R050130,9015851,3.1385774391396644
R050130,9015893,3.1694503448844302
R050130,9015898,3.1779537986943076
R050130,9015969,3.1625526432983246
R050130,9016017,3.139921130521871
R050130,9016020,2.7622269176557137
R050130,9016022,2.351213911622726
R050130,9016071,3.143702398083614
R050130,9016146,3.169715094866046
R050130,9016151,3.1550913039152886
R050130,9016179,2.7493126650974657
R050130,9016200,2.75836551991222
R050130,9016215,3.2973660303564967
R050130,9016223,3.163440102870752
R050130,9016232,3.140909089253436
R050130,9016240,3.156635482463847
R050130,9016464,2.7561578521280348
R050130,9016526,3.1675777745228784
R050130,9016547,3.1776106775772606
R050130,9016600,3.133612847595812
R050130,9016705,2.738270490590209
R050130,9016706,2.5714336635721704
R050130,7022027,2.582886766789553
R050130,2106394,2.8015979153451886
R050130,2310543,2.5437668132033635
R050130,8103713,2.9199404362521815
R050130,1547350,2.367994432449876
R050130,1547351,2.732767769170946
R050130,1547352,2.7504967925598516
R050130,1547353,2.7573853436498457
R050130,1547370,2.765001556225174
R050130,1547371,2.7619645355065074
R050130,1547372,2.762221457412888
R050130,1547373,2.7646964276467134
R050130,1547374,2.7656262104061335
R050130,1547375,2.766342156529859
R050130,1547376,2.7662681294601263
R050130,1547377,2.766115493033743
R050130,1547378,2.7646031778979094
R050130,1547379,2.76448391576126
R050130,1547380,2.7643619169264024
R050130,1547381,2.758727956942903
R050130,1547382,2.7537824273672444
R050130,9017408,3.151665978159769
R050130,9017409,3.158593312698376
R050130,9017410,3.183410789166995
R050130,9017411,2.9956770045243193
R050130,9017412,4.513565591491162
R050130,9017413,4.638750894815472
R050130,9017414,3.729091794949021
R050130,9017415,3.7843377655985173
R050307,1010928,3.205844352458612
R050307,1010962,3.1989978138479978
R050307,2100187,3.7508176020774227
R050307,2100189,3.030739628231088
R050307,2100992,3.1038680038612987
R050307,2103119,4.393727643425179
R050307,5000085,3.7579826682937494
R050307,9000095,3.1029310185801533
R050307,9000226,3.7579826682937494
R050307,9000229,3.751375585294666
R050307,9000965,3.054719369737965
R050307,9000966,3.2755282253434834
R050307,9000967,3.377898168863698
R050307,9000968,3.4074159664999075
R050307,9000969,3.4169002124616146
R050307,9000970,3.415315771507059
R050307,9007286,3.428218159714126
R050307,9007475,3.7714529245943287
R050307,9007687,3.1038721707513073
R050307,9007689,3.0568854770070506
R050307,9009667,3.1013403310381107
R050307,9009668,3.1830023122758666
R050307,9013565,3.7223178837166513
R050307,9013799,3.755674732154152
R050307,9013800,3.7534713130512474
R050307,9013801,3.7502284487944206
R050307,3000000,3.739004973306306
R050307,4502441,3.037300453145881
R050307,4502443,3.2523096690615763
R050307,4001361,3.7481242705965165
R050307,4001363,3.753363260481952
R050307,7020139,3.1298850018185527
R050307,9014216,3.410605613951092
R050307,9014344,3.4115483597099607
R050307,9014355,3.7364977697255464
R050307,9014415,3.3919139203090403
R050307,9014524,3.4057514681944494
R050307,9014611,3.400287433480773
R050307,9014701,4.197233351163719
R050307,9014744,3.401233992600583
R050307,9014772,3.3814151931858585
R050307,9014838,3.738567969474734
R050307,9014877,3.3814158352897143
R050307,9014891,3.376205347149737
R050307,9014935,3.724643478568395
R050307,9014943,3.7347823478066937
R050307,9015066,3.4036893147782066
R050307,9015073,3.411240871477878
R050307,9015149,3.7259198010206305
R050307,9015152,3.73421953401217
R050307,9015390,3.1046280800841854
R050307,9015448,3.7370262903100295
R050307,9015460,3.41005547895526
R050307,9015481,3.395450627202944
R050307,9015510,3.737941059723778
R050307,9015561,3.721876488118992
R050307,9015593,3.7292055784647995
R050307,9015691,3.400470156623296
R050307,9015761,3.4055863566756197
R050307,9015835,3.386236376436574
R050307,9015851,3.716526987864982
R050307,9015893,3.7420121908587625
R050307,9015898,3.754406234380946
R050307,9015969,3.7371775538429537
R050307,9016017,3.7189110689681515
R050307,9016020,3.406487170793435
R050307,9016022,3.104045337281442
R050307,9016071,3.724668780336514
R050307,9016146,3.742094810295554
R050307,9016151,3.732003843338905
R050307,9016179,3.38048730388899
R050307,9016200,3.3940397834960665
R050307,9016215,3.8499573761313672
R050307,9016223,3.736802501322471
R050307,9016232,3.7202740805831005
R050307,9016240,3.733389506512443
R050307,9016464,3.3979056054010885
R050307,9016526,3.744493726782998
R050307,9016547,3.748852188130193
R050307,9016600,3.7133187601315107
R050307,9016705,3.3680874234890616
R050307,9016706,3.132473063716143
R050307,7022027,3.2475323977394646
R050307,2106394,3.421702769942548
R050307,2310543,3.1974747035177615
R050307,8103713,3.5411186915857575
R050307,1547350,3.032334321588172
R050307,1547351,3.364293012875457
R050307,1547352,3.3879527974898864
R050307,1547353,3.396454312972179
R050307,1547370,3.411597760549745
R050307,1547371,3.409882768604395
R050307,1547372,3.4102565612647817
R050307,1547373,3.4118269827532277
R050307,1547374,3.4127647193761117
R050307,1547375,3.411271238548293
R050307,1547376,3.413627115673836
R050307,1547377,3.4130138083704744
R050307,1547378,3.4124568892606972
R050307,1547379,3.4116526498280004
R050307,1547380,3.411427972453533
R050307,1547381,3.407706166989655
R050307,1547382,3.4081504085415704
R050307,9017408,3.7325963633074806
R050307,9017409,3.7388847395175704
R050307,9017410,3.753478470484037
R050307,9017411,3.599028738725222
R050307,9017412,4.911338431314394
R050307,9017413,5.0230759774119225
R050307,9017414,4.21827370608609
R050307,9017415,4.268961141240069
R150020,1010928,3.9221962683103238
R150020,1010962,3.916716424384727
R150020,2100187,4.347083164354007
R150020,2100189,3.7962410750296196
R150020,2100992,3.7500231818866543
R150020,2103119,4.907388710228059
R150020,5000085,4.355263491330398
R150020,9000095,3.7522148712306413
R150020,9000226,4.355263491330398
R150020,9000229,4.349003911431405
R150020,9000965,3.763047142559555
R150020,9000966,3.774072429690933
R150020,9000967,4.00316727603088
R150020,9000968,4.047615209012353
R150020,9000969,4.057413374172082
R150020,9000970,4.056425319587682
R150020,9007286,4.073829903815898
R150020,9007475,4.369035905094762
R150020,9007687,3.7500263434625536
R150020,9007689,3.7603345162501896
R150020,9009667,3.7454421353457774
R150020,9009668,3.7412146027025925
R150020,9013565,4.3233275178464785
R150020,9013799,4.351062910275545
R150020,9013800,4.349365302062091
R150020,9013801,4.346046150545983
R150020,3000000,4.340846258594903
R150020,4502441,3.8003809219382934
R150020,4502443,4.007432799516902
R150020,4001361,4.345821512839073
R150020,4001363,4.347554856707956
R150020,7020139,3.8651570134106987
R150020,9014216,4.052450937322441
R150020,9014344,4.051529289017345
R150020,9014355,4.3350150780610965
R150020,9014415,4.028897733023861
R150020,9014524,4.049243552539869
R150020,9014611,4.041890630436858
R150020,9014701,4.734914415985399
R150020,9014744,4.043837418319141
R150020,9014772,4.008815734033397
R150020,9014838,4.338741985759674
R150020,9014877,4.009420887084979
R150020,9014891,3.9610581253021424
R150020,9014935,4.326222133369054
R150020,9014943,4.336170604892858
R150020,9015066,4.04683206083604
R150020,9015073,4.05486272045264
R150020,9015149,4.328202910723386
R150020,9015152,4.333456367102386
R150020,9015390,3.749343562780661
R150020,9015448,4.335826346947468
R150020,9015460,4.055265204404182
R150020,9015481,4.0317192956268215
R150020,9015510,4.338358276520463
R150020,9015561,4.32468500191861
R150020,9015593,4.330350408253565
R150020,9015691,4.045059380019757
R150020,9015761,4.04919088828224
R150020,9015835,4.01916972122772
R150020,9015851,4.320965175776434
R150020,9015893,4.341031503183528
R150020,9015898,4.3539116589498175
R150020,9015969,4.3353060880804115
R150020,9016017,4.321841151397378
R150020,9016020,4.048444878988673
R150020,9016022,3.7497393915099493
R150020,9016071,4.325324697902931
R150020,9016146,4.339558156847779
R150020,9016151,4.333667037308642
R150020,9016179,3.989473847661092
R150020,9016200,4.032023428432886
R150020,9016215,4.437838410080137
R150020,9016223,4.3378801883867935
R150020,9016232,4.323118231371559
R150020,9016240,4.3332247772328705
R150020,9016464,4.0344945692706045
R150020,9016526,4.340395526207924
R150020,9016547,4.348800731633864
R150020,9016600,4.317284380115625
R150020,9016705,3.9228501009828594
R150020,9016706,3.8616906493877345
R150020,7022027,3.748340250160303
R150020,2106394,4.080719171536166
R150020,2310543,3.9379003496630736
R150020,8103713,4.165933826520729
R150020,1547350,3.797611268409542
R150020,1547351,3.9200657366119143
R150020,1547352,4.02306755703679
R150020,1547353,4.038699150381097
R150020,1547370,4.054422832290876
R150020,1547371,4.0598266421681615
R150020,1547372,4.061575432984986
R150020,1547373,4.054858637574708
R150020,1547374,4.057949723175913
R150020,1547375,4.057739987107572
R150020,1547376,4.057391484370324
R150020,1547377,4.059417423678384
R150020,1547378,4.059748348509614
R150020,1547379,4.060747177511732
R150020,1547380,4.060178483861531
R150020,1547381,4.059051537505245
R150020,1547382,4.057373743676167
R150020,9017408,4.332304722470879
R150020,9017409,4.3380914108277615
R150020,9017410,4.351218069127418
R150020,9017411,4.217812790222406
R150020,9017412,5.375933473226259
R150020,9017413,5.4798597306196255
R150020,9017414,4.756438970645897
R150020,9017415,4.801627247482695
R050437,9009692,11.679230781943541
R050653,5000219,5.581421141058629
R050653,9008573,5.764155263150344
R050653,9008574,5.494467782434185
R050653,9009650,5.581421141058629
R050653,9009651,5.565303233545194
R050653,9009652,5.497586381172163
R050653,9013006,5.727240938722817
R050653,1512490,5.716862936282006
R060680,5000219,5.884471394577389
R060680,9008573,5.903909158807564
R060680,9008574,5.891275756506126
R060680,9009650,5.884471394577389
R060680,9009651,5.887062507581656
R060680,9009652,5.890537362518594
R060680,9013006,5.891203634163918
R060680,1512490,5.9640642001577495
R050383,1010105,4.750849273969412
R050383,2100675,4.621153583942362
R050383,8100662,4.595274915151338
R050383,9000050,5.266201035126841
R050383,9009691,4.993820278942235
R050383,9009693,5.19519982238147
R050383,9009780,4.683009218256982
R050383,9009784,4.607207548277662
R050383,9009797,5.2344642895358096
R050383,4506959,4.992394054682671
R050383,4506960,4.985137236582368
R050383,9014252,5.220688151925846
R050383,4513277,4.9847966846480265
R050383,4513278,4.990214747337856
R050383,4513279,4.98159555613033
R050383,4513280,4.972920944531804
R050383,4513290,4.990619204214923
R050383,4513291,4.986865306533264
R050383,4513292,4.989587535234629
R050383,4513293,4.994797645645398
R050383,4513294,5.003307799320307
R050383,4513295,4.976516888181849
R050383,4513296,4.937361793199147
R050383,4513299,4.972373735591209
R050383,4513300,4.98514262995422
R050383,1541120,5.194090989066791
R050383,7241824,5.220454951045309
R050383,7241825,5.063794188180468
R050383,7241826,5.161722600659795
R050383,7241827,5.332802861608807
R050383,7241828,5.155103840398062
R050383,7241829,5.127178627407378
R050383,7241830,5.139490447636564
R050383,7241831,5.1371242750860615
R050383,7241832,5.156377949367765
R050383,7241833,5.111653926889512
R050383,7241834,5.196525984232042
R050383,7241835,5.1372257089250555
R050383,7241836,5.202043311152599
R050383,7241837,5.128719518350714
R050383,7241838,5.098011918608636
R050383,7241839,5.1401350382921684
R050383,7241840,5.175646057945135
R050383,7241841,5.097825338148327
R050383,7241842,5.107403764742486
R050383,7241843,5.180566042465065
R050383,7241844,5.013520726010841
R050383,7241845,5.026816507923574
R050383,7241846,5.166029764861441
R050383,7241847,5.153829396647439
R050383,7241848,5.152652446040349
R050383,7241849,5.145414458487129
R050383,7241850,5.025134964078262
R050383,7241851,5.150770893131957
R050383,7241852,5.0895000452311745
R050383,7241853,5.034217914719974
R050383,7241854,5.138120092967786
R050383,7241855,5.099236949962166
R050383,7241856,5.104079027306214
R050383,7241857,5.068960539741592
R050383,7241858,5.090970232649146
R050383,7241859,5.082961496524646
R050383,7241860,5.112709013028505
R050383,7241861,5.113161870297499
R050383,7241862,5.180994721556872
R050383,9017844,5.2344642895358096
R050313,1010105,4.87378083904289
R050313,2100675,4.902469927313182
R050313,8100662,4.911225253803468
R050313,9000050,4.451587567433983
R050313,9009691,4.855609869970984
R050313,9009693,4.8039537086165085
R050313,9009780,4.872142137273461
R050313,9009784,4.9099506607134185
R050313,9009797,4.754094301326844
R050313,4506959,4.873057227481299
R050313,4506960,4.8691974294395655
R050313,9014252,5.0778647042725655
R050313,4513277,4.871837701705191
R050313,4513278,4.864378168108071
R050313,4513279,4.85597956781491
R050313,4513280,4.816961569218615
R050313,4513290,4.860864461344492
R050313,4513291,4.857905014063154
R050313,4513292,4.861096950024409
R050313,4513293,4.86399868807913
R050313,4513294,4.870820957285396
R050313,4513295,4.851911490551747
R050313,4513296,4.834293056793211
R050313,4513299,4.7778416214925
R050313,4513300,4.871068608461824
R050313,1541120,4.822112657311166
R050313,7241824,4.921755468552839
R050313,7241825,5.039571462439704
R050313,7241826,5.0319614114817055
R050313,7241827,5.2192204673144005
R050313,7241828,5.074909422128132
R050313,7241829,5.00716793059713
R050313,7241830,4.984753094409109
R050313,7241831,5.013800533274698
R050313,7241832,4.965659267054473
R050313,7241833,4.873697134192939
R050313,7241834,5.0636467214568945
R050313,7241835,5.00255247866466
R050313,7241836,5.084477889346698
R050313,7241837,5.0063160262142805
R050313,7241838,5.023364776737047
R050313,7241839,5.011420790152646
R050313,7241840,5.053876104919724
R050313,7241841,4.977402078046995
R050313,7241842,4.995402993904262
R050313,7241843,5.043809617267088
R050313,7241844,5.026674094027764
R050313,7241845,4.812672844821592
R050313,7241846,5.042017466835249
R050313,7241847,5.039207746576229
R050313,7241848,5.030156147750862
R050313,7241849,5.021557468563536
R050313,7241850,5.018113009519176
R050313,7241851,5.03431149394173
R050313,7241852,4.867076191464481
R050313,7241853,4.890210197592204
R050313,7241854,4.953390141493969
R050313,7241855,4.840291038591009
R050313,7241856,4.924523216801621
R050313,7241857,4.887278920279387
R050313,7241858,4.8558028494851
R050313,7241859,4.889706716189924
R050313,7241860,4.879424162637617
R050313,7241861,4.950622050609779
R050313,7241862,5.001218443535478
R050313,9017844,4.754094301326844
R050071,1010025,5.200326479623166
R050071,1010913,5.200326479623166
R050071,9000109,4.945933134232625
R050071,2104741,4.953463854112247
R050071,2104752,4.99428877901627
R050071,9016639,4.93374513615625
R061082,1010025,10.578971129041792
R061082,1010913,10.578971129041792
R061082,9000109,10.433752174930506
R061082,2104741,10.45800911438564
R061082,2104752,10.45614037753703
R061082,9016639,10.432830620800887
R061020,9013941,11.38725611307523
R061020,1524833,11.352627884639062
R060083,9015343,12.96766738653886
R060083,9015984,13.187102722161447
R060084,9015343,10.334472576942508
R060084,9015984,10.577860914920272
R060093,9015343,17.374431483003672
R060093,9015984,17.533067805306903
R060016,1010912,4.155522273121382
R060016,2101234,4.028290057035606
R060016,2300203,4.092361494481904
R060016,9005833,3.9585355704244347
R060016,9005834,4.007628840146914
R060016,9005835,4.006109983540591
R060016,9007448,4.084675593293495
R060016,9007485,3.6043558003183986
R060016,9009051,4.072298392543713
R060016,9009919,3.9922880465406605
R060016,2300296,3.7675173178200123
R060016,9016714,3.858853645389464
R060016,1521753,4.06355251819706
R060016,1522143,3.7806676883901407
R060016,1525705,4.031048667779502
R060016,1525706,4.007422680696389
R060016,1525707,4.024719957709958
R060016,1526427,4.026926748543356
R060016,1528984,3.651308491782997
R060016,2300544,3.743945021937177
R060016,8104264,4.09421320739738
R060016,1538970,4.062821426154249
R060016,1539831,4.013286154739266
R060016,2300612,4.007955550488714
R060016,1545065,4.000229020367252
R060016,2108450,3.693814513127748
R060016,2108451,3.650199772371795
R060016,2108452,3.9549459212139864
R060016,2108453,4.0653676962133645
R060016,2108454,4.094523143977725
R060016,2108455,4.106109761660286
R060016,2108456,4.107027703814553
R060078,1010912,5.590873952462179
R060078,2101234,5.511900118436021
R060078,2300203,5.524301726819482
R060078,9005833,5.291953756806416
R060078,9005834,5.485438648975379
R060078,9005835,5.492348386559892
R060078,9007448,5.53394047658274
R060078,9007485,5.269542546976099
R060078,9009051,5.538274838313947
R060078,9009919,5.494033436556693
R060078,2300296,5.373757961728921
R060078,9016714,5.408313936694047
R060078,1521753,5.53670781687407
R060078,1522143,5.262299217154806
R060078,1525705,5.510536086314892
R060078,1525706,5.498138728733374
R060078,1525707,5.504002091460146
R060078,1526427,5.511170894107141
R060078,1528984,5.3280186898459005
R060078,2300544,5.373309208283243
R060078,8104264,5.548544692233575
R060078,1538970,5.542598813098278
R060078,1539831,5.497701983811372
R060078,2300612,5.494504157654153
R060078,1545065,5.488091033948992
R060078,2108450,5.360057472309022
R060078,2108451,5.254043880754584
R060078,2108452,5.305728830260614
R060078,2108453,5.458135240561277
R060078,2108454,5.510038792086818
R060078,2108455,5.548239533224415
R060078,2108456,5.5513789974079835
R040142,1010912,4.559084391346063
R040142,2101234,4.230838085402537
R040142,2300203,4.523730719385404
R040142,9005833,4.504039507023156
R040142,9005834,4.396978385288008
R040142,9005835,4.414568895575113
R040142,9007448,4.508708232160584
R040142,9007485,4.498614682651251
R040142,9009051,4.4878260645058585
R040142,9009919,4.195528369673764
R040142,2300296,4.500392576418063
R040142,9016714,4.509641539863169
R040142,1521753,4.480194316713313
R040142,1522143,4.484661107436475
R040142,1525705,4.427727640158059
R040142,1525706,4.342516489790702
R040142,1525707,4.487018216549357
R040142,1526427,4.301889556706937
R040142,1528984,4.493599129094171
R040142,2300544,4.492482713241744
R040142,8104264,4.516779484890652
R040142,1538970,4.49221249165122
R040142,1539831,4.376315818892872
R040142,2300612,4.340531359406967
R040142,1545065,4.25987565492695
R040142,2108450,4.503599875455008
R040142,2108451,4.488285776607321
R040142,2108452,4.510176872878268
R040142,2108453,4.52009979280265
R040142,2108454,4.531187291972204
R040142,2108455,4.526649157742145
R040142,2108456,4.529897016871002
R040036,1000037,6.643806258037705
R040036,9014007,6.643806258037705
R040036,5000045,6.643806258037705
R040036,9000159,6.643806258037705
R040036,9000650,6.645907873008475
R040036,9004122,6.642084971675782
R040036,9004485,6.541322901374973
R040036,8107510,6.570036653180004
R050335,1000037,6.4285194007689785
R050335,9014007,6.4285194007689785
